ensembl_gene_id,regulator_class,ec_codes,go_terms,chen_nonprotein,in_structural_catalog,supplementary_support,go_experimental_protein,catalytic_status
ENSG00000123143,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0035173|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000065243,kinase,,GO:0004672|GO:0004674|GO:0004713|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000160447,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000166851,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000145632,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000173846,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000142731,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000185988,kinase,,GO:0004672|GO:0016301|GO:0016773,FALSE,TRUE,FALSE,FALSE,active
ENSG00000130822,kinase,2.7.11.17,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000185900,kinase,,GO:0004672|GO:0016301|GO:0016773|GO:0019200,FALSE,TRUE,TRUE,TRUE,active
ENSG00000170836,kinase,,GO:0004672|GO:0004674|GO:0004721|GO:0004722|GO:0016301|GO:0016773|GO:0016791,FALSE,FALSE,TRUE,TRUE,active
ENSG00000108819,kinase,,GO:0004672|GO:0016301|GO:0016773,FALSE,FALSE,FALSE,FALSE,active
ENSG00000275342,kinase,,GO:0004672|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,pseudo
ENSG00000132356,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0035173|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000162409,kinase,,GO:0004672|GO:0004674|GO:0004712|GO:0016301|GO:0016773|GO:0035173|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000131791,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000072062,kinase,2.7.11.1,,FALSE,TRUE,TRUE,FALSE,active
ENSG00000142875,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000165059,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000181929,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000106617,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,FALSE,FALSE,FALSE,active
ENSG00000115592,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000114302,kinase,2.7.11.1,,FALSE,FALSE,FALSE,FALSE,active
ENSG00000005249,kinase,2.7.11.1,,FALSE,FALSE,FALSE,FALSE,active
ENSG00000154229,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0035173|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000166501,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0035173|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000163932,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0004713|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000171132,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000126583,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0004712|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000027075,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000163558,kinase,2.7.11.13,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000065675,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000130175,kinase,2.7.11.1,,FALSE,FALSE,FALSE,FALSE,active
ENSG00000067606,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000184304,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000105287,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000115825,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000253729,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0035173|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000185532,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000138669,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000183943,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000112739,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000159792,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000147613,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000169398,kinase,2.7.10.1,GO:0004672|GO:0004713|GO:0004721|GO:0004725|GO:0016301|GO:0016773|GO:0016791,FALSE,TRUE,TRUE,TRUE,active
ENSG00000120899,kinase,,GO:0004672|GO:0004674|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000101213,kinase,2.7.10.1,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000112655,kinase,2.7.10.1,GO:0004672|GO:0016301|GO:0016773,FALSE,TRUE,FALSE,FALSE,pseudo
ENSG00000132155,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000101265,kinase,,GO:0004672|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000165731,kinase,2.7.10.1,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000164327,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000124784,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000058729,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000101782,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000137275,kinase,,GO:0004672|GO:0004674|GO:0004721|GO:0004722|GO:0016301|GO:0016773|GO:0016791|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000104312,kinase,,GO:0004672|GO:0004674|GO:0004713|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000183421,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000135828,kinase,3.1.26.-,GO:0004672|GO:0016301|GO:0016773,FALSE,TRUE,FALSE,FALSE,active
ENSG00000067900,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000134318,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000185483,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,pseudo
ENSG00000169071,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,pseudo
ENSG00000047936,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000071242,kinase,,GO:0004672|GO:0004674|GO:0004712|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000177189,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000162302,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0035173|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000100784,kinase,,GO:0004672|GO:0004674|GO:0004713|GO:0016301|GO:0016773|GO:0035173|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000072133,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000108443,kinase,,GO:0004672|GO:0004674|GO:0004712|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000175634,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000141564,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000167524,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000163785,kinase,2.7.10.1,,FALSE,TRUE,TRUE,FALSE,pseudo
ENSG00000188322,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000187550,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,FALSE,active
ENSG00000231274,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000142186,kinase,,GO:0004672|GO:0016301|GO:0016773,FALSE,TRUE,FALSE,FALSE,pseudo
ENSG00000136021,kinase,,GO:0004672|GO:0016301|GO:0016773,FALSE,TRUE,FALSE,FALSE,pseudo
ENSG00000118515,kinase,,GO:0004672|GO:0004674|GO:0004712|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000101049,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000104205,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000142178,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000170145,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000160584,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000065613,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000157106,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000163788,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000171243,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000072195,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000286095,kinase,,GO:0004672|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000125508,kinase,2.7.10.2,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000096063,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000135250,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000184343,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000072786,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000118046,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000115661,kinase,,GO:0004672|GO:0004674|GO:0004713|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000164543,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000081320,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000102572,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000115694,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000134602,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000104375,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000196335,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,FALSE,active
ENSG00000169302,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000152953,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000165752,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000130413,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000125834,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,FALSE,active
ENSG00000163482,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000112079,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000211455,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000198648,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000101109,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000196182,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,FALSE,pseudo
ENSG00000060140,kinase,2.7.10.2,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000165025,kinase,,GO:0004672|GO:0004674|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000147133,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000122728,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000160551,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000149930,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000135090,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000145348,kinase,,GO:0004672|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000183735,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000135605,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000120156,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000107140,kinase,2.7.12.1,GO:0004672|GO:0004674|GO:0004712|GO:0004713|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000070759,kinase,2.7.12.1,GO:0004672|GO:0004674|GO:0004712|GO:0004713|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000121101,kinase,,GO:0004672|GO:0016301|GO:0016773,FALSE,TRUE,FALSE,FALSE,pseudo
ENSG00000106799,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000163513,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000069702,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000260001,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000066056,kinase,2.7.10.1,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000198586,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000146872,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000154310,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000061938,kinase,,GO:0004672|GO:0004674|GO:0004712|GO:0004713|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000116783,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000198900,kinase,5.6.2.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000172315,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000122779,kinase,,GO:0004672|GO:0016301|GO:0016773,FALSE,TRUE,FALSE,FALSE,active
ENSG00000130726,kinase,2.3.2.27,GO:0004672|GO:0016301|GO:0016773,FALSE,TRUE,FALSE,FALSE,active
ENSG00000038382,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000119121,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000092439,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000212122,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000206203,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000162526,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000178093,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000146216,kinase,,GO:0004672|GO:0004674|GO:0004713|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000128881,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000112742,kinase,,GO:0004672|GO:0004674|GO:0004712|GO:0004713|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000155657,kinase,,GO:0004672|GO:0004674|GO:0004713|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000074966,kinase,2.7.10.1,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000105397,kinase,2.7.10.1,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000092445,kinase,2.7.10.1,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000152332,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000177169,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000083290,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000140474,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000168038,kinase,,GO:0004672|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,FALSE,pseudo
ENSG00000100749,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0035173|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000028116,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000105053,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0097472|GO:0106310,FALSE,TRUE,TRUE,TRUE,pseudo
ENSG00000166483,kinase,2.7.10.2,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000214102,kinase,2.7.10.2,,FALSE,TRUE,TRUE,FALSE,active
ENSG00000060237,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000165238,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000196632,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000126562,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000176105,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000172456,kinase,2.7.1.47,GO:0016301|GO:0016773|GO:0019200,FALSE,FALSE,TRUE,TRUE,active
ENSG00000108479,kinase,2.7.1.6,GO:0016301|GO:0016773|GO:0019200,FALSE,FALSE,TRUE,TRUE,active
ENSG00000156958,kinase,2.7.1.157,GO:0016301|GO:0016773|GO:0019200,FALSE,FALSE,TRUE,TRUE,active
ENSG00000106633,kinase,"""2.7.1.2|2.7.1.1""",GO:0016301|GO:0016773|GO:0019200,FALSE,FALSE,TRUE,TRUE,active
ENSG00000159921,kinase,"""2.7.1.60|3.2.1.183|5.1.3.14""",GO:0016301|GO:0016773|GO:0019200,FALSE,FALSE,TRUE,TRUE,active
ENSG00000156515,kinase,2.7.1.1,GO:0016301|GO:0016773|GO:0019200,FALSE,FALSE,TRUE,TRUE,active
ENSG00000159399,kinase,2.7.1.1,GO:0016301|GO:0016773|GO:0019200,FALSE,FALSE,TRUE,TRUE,active
ENSG00000160883,kinase,2.7.1.1,GO:0016301|GO:0016773|GO:0019200,FALSE,FALSE,TRUE,TRUE,active
ENSG00000156510,kinase,,GO:0016301|GO:0016773|GO:0019200,FALSE,FALSE,TRUE,TRUE,active
ENSG00000138030,kinase,2.7.1.3,GO:0016301|GO:0016773|GO:0019200,FALSE,FALSE,TRUE,TRUE,active
ENSG00000124357,kinase,2.7.1.59,GO:0016301|GO:0016773|GO:0019200,FALSE,FALSE,TRUE,TRUE,active
ENSG00000158571,kinase,"""2.7.1.105|3.1.3.46""",GO:0016301|GO:0016773|GO:0016791|GO:0019200,FALSE,FALSE,TRUE,TRUE,active
ENSG00000123836,kinase,"""2.7.1.105|3.1.3.46""",GO:0016301|GO:0016773|GO:0016791|GO:0019200,FALSE,FALSE,TRUE,TRUE,active
ENSG00000170525,kinase,"""2.7.1.105|3.1.3.46""",GO:0016301|GO:0016773|GO:0016791|GO:0019200,FALSE,FALSE,TRUE,TRUE,active
ENSG00000114268,kinase,"""2.7.1.105|3.1.3.46""",GO:0016301|GO:0016773|GO:0016791|GO:0019200,FALSE,FALSE,TRUE,TRUE,active
ENSG00000141959,kinase,2.7.1.11,GO:0016301|GO:0016773|GO:0019200,FALSE,FALSE,TRUE,TRUE,active
ENSG00000152556,kinase,2.7.1.11,GO:0016301|GO:0016773|GO:0019200,FALSE,FALSE,TRUE,TRUE,active
ENSG00000067057,kinase,2.7.1.11,GO:0016301|GO:0016773|GO:0019200,FALSE,FALSE,TRUE,TRUE,active
ENSG00000171174,kinase,2.7.1.15,GO:0016301|GO:0016773|GO:0019200,FALSE,FALSE,TRUE,TRUE,active
ENSG00000093217,kinase,2.7.1.17,GO:0016301|GO:0016773|GO:0019200,FALSE,FALSE,TRUE,TRUE,active
ENSG00000100422,kinase,2.7.1.138,GO:0001727|GO:0016301,FALSE,FALSE,TRUE,TRUE,active
ENSG00000065357,kinase,2.7.1.107,GO:0001727|GO:0004143|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000136267,kinase,2.7.1.107,GO:0001727|GO:0004143|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
