ensembl_gene_id,regulator_class,ec_codes,go_terms,chen_nonprotein,in_structural_catalog,supplementary_support,go_experimental_protein,catalytic_status
ENSG00000082701,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000070019,kinase,4.6.1.2,GO:0004672|GO:0016301|GO:0016773,FALSE,TRUE,FALSE,FALSE,active
ENSG00000132518,kinase,4.6.1.2,GO:0004672|GO:0016301|GO:0016773,FALSE,TRUE,FALSE,FALSE,active
ENSG00000101890,kinase,,GO:0004672|GO:0016301|GO:0016773,FALSE,TRUE,FALSE,FALSE,active
ENSG00000177602,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0035173|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000101336,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000163349,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,FALSE,active
ENSG00000064393,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000110422,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000160396,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0035173|GO:0106310,FALSE,TRUE,TRUE,FALSE,active
ENSG00000168509,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000109854,kinase,1.1.1.-,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000142149,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000140443,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000104365,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000263528,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000166333,kinase,,GO:0004672|GO:0016301|GO:0016773,FALSE,TRUE,FALSE,FALSE,pseudo
ENSG00000171105,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000027644,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000184216,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000134070,kinase,,GO:0004672|GO:0016301|GO:0016773,FALSE,TRUE,FALSE,FALSE,pseudo
ENSG00000090376,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,pseudo
ENSG00000198001,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000113263,kinase,2.7.10.2,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000137825,kinase,2.7.1.127,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000162434,kinase,2.7.10.1,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000096968,kinase,2.7.10.1,GO:0004672|GO:0004713|GO:0016301|GO:0016773|GO:0035173,FALSE,TRUE,TRUE,TRUE,active
ENSG00000105639,kinase,2.7.10.1,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000160145,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000128052,kinase,2.7.10.1,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000157404,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000141068,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,pseudo
ENSG00000171435,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,pseudo
ENSG00000131023,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000150457,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000182866,kinase,2.7.10.1,GO:0004672|GO:0004713|GO:0004721|GO:0004722|GO:0016301|GO:0016773|GO:0016791,FALSE,TRUE,TRUE,TRUE,active
ENSG00000106683,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000182541,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000164715,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000142235,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000154237,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,FALSE,active
ENSG00000188906,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000049323,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000090006,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000062524,kinase,2.7.10.1,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000254087,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000111837,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000169032,kinase,2.7.12.2,GO:0004672|GO:0004674|GO:0004712|GO:0004713|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000126934,kinase,2.7.12.2,GO:0004672|GO:0004674|GO:0004712|GO:0004713|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000034152,kinase,2.7.12.2,GO:0004672|GO:0004712|GO:0004713|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000065559,kinase,2.7.12.2,GO:0004672|GO:0004712|GO:0004713|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000137764,kinase,2.7.12.2,GO:0004672|GO:0004712|GO:0004713|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000108984,kinase,2.7.12.2,GO:0004672|GO:0004674|GO:0004712|GO:0004713|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000076984,kinase,2.7.12.2,GO:0004672|GO:0004712|GO:0004713|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000095015,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000130758,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000173327,kinase,2.7.10.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000139625,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000073803,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000006062,kinase,2.7.11.25,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000180815,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000176601,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,FALSE,active
ENSG00000169967,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000091436,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000143674,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000198909,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000085511,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000197442,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000142733,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000135341,kinase,,GO:0004672|GO:0004674|GO:0004712|GO:0016301|GO:0016773|GO:0035173|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000107968,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000006432,kinase,,GO:0004672|GO:0004674|GO:0004712|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000104814,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000168067,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000011566,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000071054,kinase,,GO:0004111|GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0016775|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000012983,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000100030,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000109339,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0004712|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000185386,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000188130,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000156711,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000112062,kinase,,GO:0004672|GO:0004674|GO:0004712|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000102882,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000141639,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000069956,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000166484,kinase,2.7.11.24,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000107643,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000050748,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0004712|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000119487,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000162889,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000114738,kinase,,GO:0004672|GO:0004674|GO:0004712|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000089022,kinase,,GO:0004672|GO:0004674|GO:0004712|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000116141,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000072518,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000075413,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000007047,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000105613,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000086015,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000099308,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000069020,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000120539,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000007264,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000165304,kinase,,GO:0004672|GO:0004674|GO:0004713|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000153208,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000105976,kinase,2.7.10.1,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000141503,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000079277,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000099875,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000167965,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000108960,kinase,,GO:0004672|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000136297,kinase,,GO:0004672|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000080823,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0097472|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000172680,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000164078,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000198793,kinase,,GO:0004672|GO:0004674|GO:0004713|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000030304,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000065534,kinase,2.7.11.18,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000101306,kinase,2.7.11.18,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000140795,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000145949,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000095777,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000071909,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000137601,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000163491,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000114670,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000117650,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000136098,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000114904,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000197168,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000119408,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000151414,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000160602,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000119638,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000177453,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000087095,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000239672,kinase,2.7.4.6,GO:0004672|GO:0004673|GO:0004674|GO:0016301|GO:0016773|GO:0016775|GO:0019205|GO:0106310,FALSE,FALSE,TRUE,TRUE,active
ENSG00000243678,kinase,2.7.4.6,GO:0004672|GO:0004673|GO:0016301|GO:0016773|GO:0016775|GO:0019205,FALSE,FALSE,TRUE,TRUE,active
ENSG00000143156,kinase,2.7.4.6,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,FALSE,TRUE,TRUE,active
ENSG00000169418,kinase,,GO:0004672|GO:0016301|GO:0016773,FALSE,TRUE,FALSE,FALSE,active
ENSG00000159899,kinase,,GO:0004672|GO:0016301|GO:0016773,FALSE,TRUE,FALSE,FALSE,active
ENSG00000115216,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,pseudo
ENSG00000185189,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,pseudo
ENSG00000123572,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000099250,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000118257,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000198400,kinase,2.7.10.1,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000148053,kinase,2.7.10.1,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000140538,kinase,2.7.10.1,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000074590,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000163545,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000154358,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000172939,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000149269,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000180370,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000077264,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0004712|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000130669,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000101349,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000137843,kinase,2.7.11.1,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000152520,kinase,,GO:0004672|GO:0016301|GO:0016773,FALSE,TRUE,FALSE,FALSE,active
ENSG00000115687,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000168078,kinase,,GO:0004672|GO:0004674|GO:0004712|GO:0004713|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000124253,kinase,4.1.1.32,GO:0004672|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000134853,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000113721,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000104213,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000175087,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,FALSE,active
ENSG00000152256,kinase,2.7.11.2,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000005882,kinase,2.7.11.2,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000067992,kinase,2.7.11.2,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000004799,kinase,2.7.11.2,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000140992,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000173517,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,pseudo
ENSG00000188305,kinase,,GO:0004672|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,pseudo
ENSG00000102144,kinase,2.7.2.3,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,FALSE,TRUE,TRUE,active
ENSG00000067177,kinase,2.7.11.19,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000044446,kinase,2.7.11.19,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000102893,kinase,2.7.11.19,,FALSE,FALSE,FALSE,FALSE,active
ENSG00000164776,kinase,2.7.11.19,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000156873,kinase,2.7.11.19,GO:0004672|GO:0004674|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000078142,kinase,2.7.1.137,GO:0001727|GO:0004672|GO:0016301|GO:0016303|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000121879,kinase,2.7.1.153,GO:0001727|GO:0004672|GO:0004674|GO:0016301|GO:0016303|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000051382,kinase,2.7.1.153,GO:0001727|GO:0004672|GO:0004674|GO:0016301|GO:0016303|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000105851,kinase,2.7.1.153,GO:0001727|GO:0004672|GO:0004674|GO:0016301|GO:0016303|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000196455,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000115020,kinase,,GO:0001727|GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0016791|GO:0034595|GO:0106310,FALSE,FALSE,TRUE,TRUE,active
ENSG00000137193,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000198355,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000158828,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
ENSG00000162878,kinase,,GO:0004672|GO:0004713|GO:0016301|GO:0016773,FALSE,TRUE,TRUE,TRUE,active
ENSG00000067225,kinase,2.7.1.40,GO:0004672|GO:0004674|GO:0004713|GO:0016301|GO:0016773,FALSE,FALSE,TRUE,TRUE,active
ENSG00000127564,kinase,,GO:0004672|GO:0004674|GO:0016301|GO:0016773|GO:0106310,FALSE,TRUE,TRUE,TRUE,active
